System,Iteration,NoiseType,NoiseLevel,Miner,Precision,LogFitness,Generalization,Simplicity
Sepsis,9,o,0.5,heuristic,0.7059117402164863,0.8965943286249367,0.8423223270199227,0.4331983805668016
Sepsis,9,o,0.5,inductive,0.25766052900521386,1.0,0.9010955312272398,0.6111111111111112
Sepsis,9,o,1.0,alpha,0.44216887695148566,0.2629920557831728,0.9131789227698267,0.4339622641509434
Sepsis,9,o,1.0,heuristic,0.7061405946096138,0.8965029118241539,0.84232325283456,0.4331983805668016
Sepsis,9,o,1.0,inductive,0.2575733956871915,1.0,0.9010955312272398,0.6111111111111112
Sepsis,9,o,1.5,alpha,0.4421751554883173,0.24923099618363292,0.9131789227698267,0.4137931034482759
Sepsis,9,o,1.5,heuristic,0.7369735724634061,0.8889000849186812,0.7962760870694116,0.43529411764705883
Sepsis,9,o,1.5,inductive,0.28271228004151816,1.0,0.8996779520859828,0.5945945945945946
Sepsis,9,o,2.0,alpha,0.4417296389588581,0.2492839564463154,0.9131789227698267,0.4137931034482759
Sepsis,9,o,2.0,heuristic,0.7362253802044378,0.8893110778510726,0.7971885638745932,0.43529411764705883
Sepsis,9,o,2.0,inductive,0.2828885057192122,1.0,0.8996779520859828,0.5945945945945946
Sepsis,9,i-a-o-s,0.5,alpha,0.5325857853469353,0.25521834082069605,0.8594588844254124,0.45098039215686275
Sepsis,9,i-a-o-s,0.5,heuristic,0.7123521206798574,0.8966359326646158,0.8197806144449259,0.4308300395256917
Sepsis,9,i-a-o-s,0.5,inductive,0.26084390503292765,1.0,0.8513796401358166,0.5949367088607594
Sepsis,9,i-a-o-s,1.0,alpha,0.4517374517374517,0.22875739325491468,0.6959383661500897,0.4411764705882353
Sepsis,9,i-a-o-s,1.0,heuristic,0.6873493975903615,0.8994220215516624,0.750172082476764,0.4336917562724014
Sepsis,9,i-a-o-s,1.0,inductive,0.17408087405378558,1.0,0.8473348409192984,0.612565445026178
Sepsis,9,i-a-o-s,1.5,alpha,0.35609685370450916,0.17554288361329923,0.6355831757902719,0.6170212765957447
Sepsis,9,i-a-o-s,1.5,heuristic,0.6592717734406259,0.8921465981478705,0.7168676640159408,0.4355400696864112
Sepsis,9,i-a-o-s,1.5,inductive,0.16479544621186992,1.0,0.8209343034792594,0.6129032258064515
Sepsis,9,i-a-o-s,2.0,alpha,0.26366371385592513,0.165795883218386,0.475168488644506,0.7777777777777779
Sepsis,9,i-a-o-s,2.0,heuristic,0.610247657781974,0.8953768724875049,0.6100721127878921,0.44910179640718567
Sepsis,9,i-a-o-s,2.0,inductive,0.16985078022094946,0.9999513849876729,0.7447582656237091,0.6000000000000001
Sepsis,10,a,0.5,alpha,0.5325958452964026,0.2530346081865433,0.9131711676032774,0.45833333333333337
Sepsis,10,a,0.5,heuristic,0.7205374882359092,0.8967090376643823,0.8307926378903657,0.432
Sepsis,10,a,0.5,inductive,0.2537099063298325,1.0,0.8589764855234033,0.605095541401274
Sepsis,10,a,1.0,alpha,0.5323710644044906,0.2529142300358814,0.913158512248698,0.45833333333333337
Sepsis,10,a,1.0,heuristic,0.720125457396759,0.8966917001645842,0.834715125013748,0.432
Sepsis,10,a,1.0,inductive,0.2538140127968668,1.0,0.8756872379443773,0.6202531645569621
Sepsis,10,a,1.5,alpha,0.5319220713502573,0.25262421448109534,0.9131313852620229,0.45833333333333337
Sepsis,10,a,1.5,heuristic,0.719878889120902,0.8966759867817993,0.8348895358550321,0.432
Sepsis,10,a,1.5,inductive,0.25398028377685333,1.0,0.8793865362480475,0.6202531645569621
Sepsis,10,a,2.0,alpha,0.5314738350046346,0.25258440647170904,0.9130502429699039,0.45833333333333337
Sepsis,10,a,2.0,heuristic,0.7190483643762717,0.8968708574477577,0.8370035388893422,0.432
Sepsis,10,a,2.0,inductive,0.2500590464836413,1.0,0.8713914681798418,0.6149068322981366
Sepsis,10,i,0.5,alpha,0.20974030264983812,0.29015922627716356,0.5619619369902187,0.5652173913043479
Sepsis,10,i,0.5,heuristic,0.6479096144546533,0.8960811453279613,0.725639549024069,0.43971631205673756
Sepsis,10,i,0.5,inductive,0.20203298588674634,1.0,0.7715668426389911,0.6283185840707964
Sepsis,10,i,1.0,alpha,0.2062209159931423,0.24464345176479946,0.4469652676240117,0.641025641025641
Sepsis,10,i,1.0,heuristic,0.6153580792051884,0.8960953840326837,0.6501585072607076,0.43217665615141954
Sepsis,10,i,1.0,inductive,0.1693826198963544,0.9999664415766456,0.7096879116911297,0.6030534351145038
Sepsis,10,i,1.5,alpha,0.21750691342267603,0.29292704482105353,0.3625505462711536,0.7317073170731707
Sepsis,10,i,1.5,heuristic,0.5962125101936029,0.8961717422488852,0.5918460754437979,0.43529411764705883
Sepsis,10,i,1.5,inductive,0.14277354042435164,1.0,0.6674919344575838,0.6074766355140188
Sepsis,10,i,2.0,alpha,0.2018184209660978,0.13908268660981515,0.35649438811795076,1.0
Sepsis,10,i,2.0,heuristic,0.6172817601135557,0.8960685365765062,0.5758841643023578,0.4214876033057851
Sepsis,10,i,2.0,inductive,0.1496719857667711,1.0,0.6361080607646608,0.5930232558139535
Sepsis,10,s,0.5,alpha,0.3229060004095843,0.23564337924027773,0.6084095678198651,0.7894736842105263
Sepsis,10,s,0.5,heuristic,0.661776509408722,0.8966755898456276,0.7497137714964236,0.4233576642335766
Sepsis,10,s,0.5,inductive,0.1979380662507455,0.9999735540687066,0.8089024594756363,0.6195121951219513
Sepsis,10,s,1.0,alpha,0.2008634587534497,0.1880577193806186,0.5366305653607903,0.826086956521739
Sepsis,10,s,1.0,heuristic,0.6767900498360098,0.8911707852759541,0.6620945056419316,0.44272445820433437
Sepsis,10,s,1.0,inductive,0.1460376096683279,0.9999879856789293,0.7693564380653002,0.606694560669456
Sepsis,10,s,1.5,alpha,0.1913241489240578,0.12869855531159852,0.45915767486121484,1.0
Sepsis,10,s,1.5,heuristic,0.6442179716317451,0.8910005177688101,0.6301373434581758,0.4385964912280702
Sepsis,10,s,1.5,inductive,0.14309535058221934,0.9999794538842431,0.7465797081462863,0.6085409252669038
Sepsis,10,s,2.0,alpha,0.18449406620861963,0.12905366007237196,0.37878127666590455,1.0
Sepsis,10,s,2.0,heuristic,0.646106133700896,0.8908526322491331,0.5781571484088077,0.43935309973045816
Sepsis,10,s,2.0,inductive,0.12316917184831389,0.9999730538115383,0.6804643050347323,0.6190476190476191
Sepsis,10,o,0.5,alpha,0.48859934853420195,0.2298590638021032,0.9131789227698267,0.4693877551020408
Sepsis,10,o,0.5,heuristic,0.8142466148084125,0.8856531978517843,0.8204270309670466,0.43968871595330733
Sepsis,10,o,0.5,inductive,0.2707092779750524,1.0,0.8996779520859828,0.5945945945945946
Sepsis,10,o,1.0,alpha,0.48859934853420195,0.22980376934364705,0.9131789227698267,0.4693877551020408
Sepsis,10,o,1.0,heuristic,0.814206469274548,0.8855192105423884,0.8204341960299095,0.43968871595330733
Sepsis,10,o,1.0,inductive,0.2709668803418803,1.0,0.8996779520859828,0.5945945945945946
Sepsis,10,o,1.5,alpha,0.37589498806682575,0.23706233856324238,0.9131789227698267,0.4893617021276595
Sepsis,10,o,1.5,heuristic,0.8144626908671853,0.8853839385337179,0.8211669599166247,0.43968871595330733
Sepsis,10,o,1.5,inductive,0.2767334154794928,1.0,0.8996779520859828,0.5945945945945946
Sepsis,10,o,2.0,alpha,0.37589498806682575,0.23706233856324238,0.9131789227698267,0.4893617021276595
Sepsis,10,o,2.0,heuristic,0.8155823525164272,0.885444689547111,0.8210154532439293,0.43968871595330733
Sepsis,10,o,2.0,inductive,0.27753295942894607,1.0,0.8996779520859828,0.5945945945945946
Sepsis,10,i-a-o-s,0.5,alpha,0.4054826254826255,0.24516437885513975,0.768985834456978,0.5294117647058824
Sepsis,10,i-a-o-s,0.5,heuristic,0.6853306812531079,0.8967702123753969,0.7793043992227525,0.43295019157088127
Sepsis,10,i-a-o-s,0.5,inductive,0.21905845318008643,1.0,0.8546785257269367,0.6263736263736264
Sepsis,10,i-a-o-s,1.0,alpha,0.4054826254826255,0.23415357262587433,0.7689760272027673,0.5510204081632653
Sepsis,10,i-a-o-s,1.0,heuristic,0.685022135999602,0.896595391750894,0.7799768819082536,0.43295019157088127
Sepsis,10,i-a-o-s,1.0,inductive,0.2140974492661779,1.0,0.8413261816400861,0.625
Sepsis,10,i-a-o-s,1.5,alpha,0.40504473927800067,0.23403662681365373,0.768965001591049,0.5510204081632653
Sepsis,10,i-a-o-s,1.5,heuristic,0.6847151159902638,0.8965841449992338,0.7802659485348172,0.43295019157088127
Sepsis,10,i-a-o-s,1.5,inductive,0.21443365353657184,1.0,0.8476357633386346,0.625
Sepsis,10,i-a-o-s,2.0,alpha,0.37444745472693564,0.167395782534972,0.6957299599847923,0.5769230769230769
Sepsis,10,i-a-o-s,2.0,heuristic,0.7998058252427185,0.8885010722558551,0.7567978520443016,0.4408602150537635
Sepsis,10,i-a-o-s,2.0,inductive,0.20188028137857805,1.0,0.8213487270536047,0.6153846153846154
RTFMS,n/a,n/a,0.0,alpha,0.6623544318535728,0.637766272135165,0.9855500389488964,0.6571428571428571
RTFMS,n/a,n/a,0.0,heuristic,0.9913984831403095,0.9283907409111445,0.9115188470093238,0.5462184873949579
RTFMS,n/a,n/a,0.0,inductive,0.5822525881810321,1.0,0.9752594106217893,0.6237623762376238
RTFMS,1,a,0.5,alpha,0.4286983571313058,0.5879267167871907,0.985544577628402,0.4576271186440678
RTFMS,1,a,0.5,heuristic,0.9943760010206246,0.9395349945843428,0.9069018083698067,0.5384615384615384
RTFMS,1,a,0.5,inductive,0.5900750631118832,1.0,0.9478422143568751,0.6283185840707964
RTFMS,1,a,1.0,alpha,0.33402268875269614,0.5866667250962991,0.9855351022684633,0.4426229508196722
RTFMS,1,a,1.0,heuristic,0.9949875467901453,0.9395314254256635,0.8924703761110969,0.5342465753424658
RTFMS,1,a,1.0,inductive,0.6323782166183588,1.0,0.9613208575284575,0.6283185840707964
RTFMS,1,a,1.5,alpha,0.3343346103135235,0.5865042152730446,0.9855325986947681,0.4426229508196722
RTFMS,1,a,1.5,heuristic,0.9990713751186037,0.9366836973375879,0.8787318733110937,0.5270270270270271
RTFMS,1,a,1.5,inductive,0.6321860163922197,1.0,0.9648110136422804,0.6283185840707964
RTFMS,1,a,2.0,alpha,0.334658286670643,0.5773633291556121,0.9855288517372212,0.42857142857142855
RTFMS,1,a,2.0,heuristic,0.9989801982662593,0.9366725391081459,0.8771860586323873,0.5231788079470199
RTFMS,1,a,2.0,inductive,0.6320041863825893,1.0,0.967106408983518,0.6283185840707964
RTFMS,1,i,0.5,alpha,0.2835334397524336,0.41907690970436334,0.031167475511688303,1.0
RTFMS,1,i,0.5,heuristic,0.963371289761421,0.9478651221125909,0.1267429780905095,0.3687451886066205
RTFMS,1,i,0.5,inductive,0.3835989064212143,1.0,0.17930521147827094,0.40193885160328113
RTFMS,1,i,1.0,alpha,0.3148046491037364,0.42076913210793787,0.08115029717985278,1.0
RTFMS,1,i,1.0,heuristic,0.9672268506874931,0.9476621106529712,0.09614977599126284,0.4078532530811121
RTFMS,1,i,1.0,inductive,0.36626343720389165,1.0,0.16703268444725738,0.381957773512476
RTFMS,1,i,1.5,alpha,0.32947839123096756,0.4206608838088361,0.0934938703920497,1.0
RTFMS,1,i,1.5,heuristic,0.9713105866304348,0.9475580272173467,0.08930461192039729,0.4115702479338843
RTFMS,1,i,1.5,inductive,0.3794050080725768,1.0,0.15777525777148993,0.3770491803278689
RTFMS,1,i,2.0,alpha,0.32241040276417376,0.42145601409364214,0.10151043282576855,1.0
RTFMS,1,i,2.0,heuristic,0.974059876072841,0.947424573842654,0.09045535191976495,0.41396342277399545
RTFMS,1,i,2.0,inductive,0.3786658451087852,1.0,0.16081721817381311,0.3733804475853946
RTFMS,1,s,0.5,alpha,0.40640235297962923,0.42097572814494216,0.03204419162608996,1.0
RTFMS,1,s,0.5,heuristic,0.9857861331379482,0.9454748500559326,0.12032803729978503,0.368569415081043
RTFMS,1,s,0.5,inductive,0.412609936110781,1.0,0.17399361523496792,0.39329050678087085
RTFMS,1,s,1.0,alpha,0.41695239464251876,0.4224928516712946,0.07733426557312806,1.0
RTFMS,1,s,1.0,heuristic,0.9885068674896125,0.9453793068801617,0.0974019078127244,0.39972413793103445
RTFMS,1,s,1.0,inductive,0.43056168517171656,1.0,0.16062573919933876,0.3750471164719186
RTFMS,1,s,1.5,alpha,0.43420569557836475,0.4226637813726102,0.09324209331882372,1.0
RTFMS,1,s,1.5,heuristic,0.9882442983859078,0.9452981069378241,0.09514024336131033,0.4097053726169844
RTFMS,1,s,1.5,inductive,0.44183661295757093,1.0,0.15716934114507208,0.36994818652849737
RTFMS,1,s,2.0,alpha,0.44557520354651725,0.422837213413298,0.09802626594763264,1.0
RTFMS,1,s,2.0,heuristic,0.9848734040901862,0.9451040702700224,0.09202877028840406,0.4094468300075777
RTFMS,1,s,2.0,inductive,0.432675965080048,1.0,0.151274120564027,0.3651290070367475
RTFMS,1,o,0.5,alpha,0.7498661216181157,0.32446086093225807,0.9855500389488964,0.5
RTFMS,1,o,0.5,heuristic,0.9957163177844033,0.9387417687793631,0.8988444161162898,0.5263157894736842
RTFMS,1,o,0.5,inductive,0.6910670775905835,1.0,0.9869814953794881,0.6000000000000001
RTFMS,1,o,1.0,alpha,0.7499663345563725,0.344736487228896,0.9855500389488964,0.46341463414634143
RTFMS,1,o,1.0,heuristic,0.9960367135511642,0.9386212881054457,0.9047081565728653,0.5225806451612903
RTFMS,1,o,1.0,inductive,0.7189400686830101,1.0,0.979680060358574,0.6068376068376068
RTFMS,1,o,1.5,alpha,0.9998812594101918,0.34393645822163205,0.9855500389488964,0.4418604651162791
RTFMS,1,o,1.5,heuristic,0.9995030608114217,0.9351337934973212,0.8844821630294951,0.5121951219512195
RTFMS,1,o,1.5,inductive,0.7903678922080235,1.0,0.9796945247236474,0.6068376068376068
RTFMS,1,o,2.0,alpha,0.9998249070788516,0.32769951196536673,0.9855500389488964,0.4418604651162791
RTFMS,1,o,2.0,heuristic,0.9994610991387385,0.9347088665335321,0.8933476219184243,0.5121951219512195
RTFMS,1,o,2.0,inductive,0.7895855320268618,1.0,0.9582124819476553,0.6140350877192983
RTFMS,1,i-a-o-s,0.5,alpha,0.330102507836351,0.42010070065811517,0.05657014992390652,1.0
RTFMS,1,i-a-o-s,0.5,heuristic,0.9850083457021278,0.9478270083813684,0.21383223352307457,0.3835978835978836
RTFMS,1,i-a-o-s,0.5,inductive,0.35350050796772226,1.0,0.27153000709341035,0.42493638676844786
RTFMS,1,i-a-o-s,1.0,alpha,0.3814585010498237,0.42095998608917495,0.10455513313780951,1.0
RTFMS,1,i-a-o-s,1.0,heuristic,0.9872356066313606,0.9476596478553718,0.13519820234254076,0.41806722689075626
RTFMS,1,i-a-o-s,1.0,inductive,0.38218561754011693,1.0,0.2400506240964666,0.40086830680173663
RTFMS,1,i-a-o-s,1.5,alpha,0.39627037644698837,0.4198219121001519,0.10761838623963582,1.0
RTFMS,1,i-a-o-s,1.5,heuristic,0.9857429673428189,0.9475048300162185,0.11724868492320384,0.41733379742429516
RTFMS,1,i-a-o-s,1.5,inductive,0.39477279105456387,1.0,0.20696004796939604,0.3880445795339413
RTFMS,1,i-a-o-s,2.0,alpha,0.3967934377715746,0.4197578973776014,0.10389393991306861,1.0
RTFMS,1,i-a-o-s,2.0,heuristic,0.9851388169240934,0.9449886775763654,0.10703516976377347,0.4155707522356655
RTFMS,1,i-a-o-s,2.0,inductive,0.39656656888971187,1.0,0.18397364559247364,0.3788290034897247
RTFMS,2,a,0.5,alpha,0.42868978453507445,0.5793955989398492,0.9855395417997947,0.4576271186440678
RTFMS,2,a,0.5,heuristic,0.9946122441019106,0.9392982040437019,0.9065593227348154,0.5319148936170213
RTFMS,2,a,0.5,inductive,0.5901992897752604,1.0,0.9446628560899584,0.6283185840707964
RTFMS,2,a,1.0,alpha,0.33399523784139173,0.6105539829615518,0.9855313181914744,0.4
RTFMS,2,a,1.0,heuristic,0.9950668494457545,0.9395175319349298,0.8904308474900859,0.5302013422818792
RTFMS,2,a,1.0,inductive,0.6347411652637118,1.0,0.9266219916390993,0.6206896551724138
RTFMS,2,a,1.5,alpha,0.33431974369634865,0.6103560124295093,0.9855285189825542,0.4
RTFMS,2,a,1.5,heuristic,0.9951663504239878,0.9393894831171368,0.8945444096892775,0.5302013422818792
RTFMS,2,a,1.5,inductive,0.6345374692265273,1.0,0.9315561082995301,0.6206896551724138
RTFMS,2,a,2.0,alpha,0.3346500940278412,0.6102130569113853,0.9855178203087477,0.4
RTFMS,2,a,2.0,heuristic,0.9992353300838103,0.936714467671909,0.8712322594918718,0.5231788079470199
RTFMS,2,a,2.0,inductive,0.6480142287884602,1.0,0.942818231190432,0.6206896551724138
RTFMS,2,i,0.5,alpha,0.29834123910701627,0.4219349651175823,0.03087089811983268,1.0
RTFMS,2,i,0.5,heuristic,0.9764531965319978,0.9476916874323422,0.11653945936036314,0.36468885672937773
RTFMS,2,i,0.5,inductive,0.3830779870599671,1.0,0.16251514007624623,0.3936781609195402
RTFMS,2,i,1.0,alpha,0.3175185135530739,0.4209614705923086,0.075460305819117,1.0
RTFMS,2,i,1.0,heuristic,0.9841877342833476,0.9475893042394335,0.09376867573900749,0.4011133899794902
RTFMS,2,i,1.0,inductive,0.3830409492795329,1.0,0.1569765302477657,0.3774733637747336
RTFMS,2,i,1.5,alpha,0.32771323522688145,0.4202623970769976,0.09082473734605012,1.0
RTFMS,2,i,1.5,heuristic,0.9842962051381361,0.947479960628383,0.08785748963439932,0.4123120973514674
RTFMS,2,i,1.5,inductive,0.37623332230950746,1.0,0.1480713823070018,0.3713123092573754
RTFMS,2,i,2.0,alpha,0.3318788889793596,0.42002623778204656,0.09729528600087844,1.0
RTFMS,2,i,2.0,heuristic,0.983646148713261,0.947390103212076,0.08569976569514459,0.41661233537618986
RTFMS,2,i,2.0,inductive,0.37565749585647623,1.0,0.14765212096060587,0.36880663196452673
RTFMS,2,s,0.5,alpha,0.41493027938842775,0.42200530161668637,0.03343439633808798,1.0
RTFMS,2,s,0.5,heuristic,0.989757444182123,0.9389473958301963,0.12365550398084946,0.3708708708708709
RTFMS,2,s,0.5,inductive,0.43727495181276443,1.0,0.18569093094423617,0.4035087719298246
RTFMS,2,s,1.0,alpha,0.4423892299448148,0.4218893235385869,0.08196670917000204,1.0
RTFMS,2,s,1.0,heuristic,0.9852964164950467,0.9388660078637323,0.09545336563465057,0.4039809363610878
RTFMS,2,s,1.0,inductive,0.4211758566230961,1.0,0.1717733989697091,0.380517503805175
RTFMS,2,s,1.5,alpha,0.44098127838590173,0.42265958818817223,0.09856260417965801,1.0
RTFMS,2,s,1.5,heuristic,0.9827473861366456,0.945416999161683,0.0946349266674914,0.4060520760028149
RTFMS,2,s,1.5,inductive,0.4289914495482392,1.0,0.17129271361894194,0.37360062483728196
RTFMS,2,s,2.0,alpha,0.44524870712378783,0.4228525080637998,0.10266666531881674,1.0
RTFMS,2,s,2.0,heuristic,0.982625303034535,0.9452285485535645,0.09068131005359514,0.41263372389200204
RTFMS,2,s,2.0,inductive,0.4314943425552584,1.0,0.16660282660292725,0.37292439929673765
RTFMS,2,o,0.5,alpha,0.6660170523751523,0.2875343772068511,0.9855500389488964,0.4347826086956522
RTFMS,2,o,0.5,heuristic,0.9978791914499309,0.9386603797443649,0.8588448173004501,0.5272727272727272
RTFMS,2,o,0.5,inductive,0.7629055499207898,1.0,0.9801172536342627,0.6000000000000001
RTFMS,2,o,1.0,alpha,0.7998888711437622,0.3308294994380688,0.9855500389488964,0.42857142857142855
RTFMS,2,o,1.0,heuristic,0.999459411091656,0.935306754134172,0.8711333043742087,0.5209580838323353
RTFMS,2,o,1.0,inductive,0.8201305286746503,1.0,0.9801454563682063,0.6000000000000001
RTFMS,2,o,1.5,alpha,0.7998307909822644,0.3308294994380688,0.9855500389488964,0.42857142857142855
RTFMS,2,o,1.5,heuristic,0.9994206960445677,0.9348491768412073,0.8813659825330956,0.5209580838323353
RTFMS,2,o,1.5,inductive,0.8190896664697558,1.0,0.9801454563682063,0.6000000000000001
RTFMS,2,o,2.0,alpha,0.8899442156215523,0.32147995389251705,0.9855500389488964,0.42857142857142855
RTFMS,2,o,2.0,heuristic,0.9996621363590075,0.9345196955625151,0.8842672627314354,0.5209580838323353
RTFMS,2,o,2.0,inductive,0.8830364246242501,1.0,0.9806548489703069,0.6140350877192983
RTFMS,2,i-a-o-s,0.5,alpha,0.3294997914011947,0.4225630751415201,0.0525842162583412,1.0
RTFMS,2,i-a-o-s,0.5,heuristic,0.9842713849908876,0.9478628541105942,0.19147995588232758,0.3853658536585366
RTFMS,2,i-a-o-s,0.5,inductive,0.3371865217659028,1.0,0.24509295502064976,0.41656662665066024
RTFMS,2,i-a-o-s,1.0,alpha,0.37031626767268233,0.4197557154153372,0.09534682319738574,1.0
RTFMS,2,i-a-o-s,1.0,heuristic,0.9826226731994828,0.9475470392182577,0.13054632413083378,0.41041666666666665
RTFMS,2,i-a-o-s,1.0,inductive,0.37576379359155054,1.0,0.23698262505839973,0.3983957219251337
RTFMS,2,i-a-o-s,1.5,alpha,0.39568110232073217,0.4198436083486338,0.10829264234395919,1.0
RTFMS,2,i-a-o-s,1.5,heuristic,0.9846570845939764,0.9449809088163825,0.11341856766731184,0.415929203539823
RTFMS,2,i-a-o-s,1.5,inductive,0.3952395767856445,1.0,0.22289391601422148,0.38811019816336395
RTFMS,2,i-a-o-s,2.0,alpha,0.40531499583198094,0.4199372845513991,0.10787953435461461,1.0
RTFMS,2,i-a-o-s,2.0,heuristic,0.9847184607912479,0.9448543489756555,0.10313442036565035,0.41587464680195224
RTFMS,2,i-a-o-s,2.0,inductive,0.3971656071884543,1.0,0.2042492025568352,0.38086303939962474
RTFMS,3,a,0.5,alpha,0.4286933236940609,0.5879191056991948,0.9855433353328302,0.4576271186440678
RTFMS,3,a,0.5,heuristic,0.9946263304119949,0.9393912147611674,0.9044393386137987,0.5384615384615384
RTFMS,3,a,0.5,inductive,0.6032975697757542,1.0,0.9142841231447671,0.6206896551724138
RTFMS,3,a,1.0,alpha,0.3340212048042899,0.6189352588184658,0.9855374329421754,0.411764705882353
RTFMS,3,a,1.0,heuristic,0.9993743037576708,0.9367281077230797,0.868237321532255,0.5270270270270271
RTFMS,3,a,1.0,inductive,0.6484437525058027,1.0,0.9368542234388261,0.6206896551724138
RTFMS,3,a,1.5,alpha,0.6003716752487513,0.5975089336006701,0.9855319038975892,0.3972602739726028
RTFMS,3,a,1.5,heuristic,0.9992874360285399,0.9367307295215141,0.8746610126428411,0.5231788079470199
RTFMS,3,a,1.5,inductive,0.6767405133868489,1.0,0.9333755815215897,0.6190476190476191
RTFMS,3,a,2.0,alpha,0.6004838246202578,0.5972775359801037,0.9855176001297695,0.3972602739726028
RTFMS,3,a,2.0,heuristic,0.9992242850896235,0.9365662923999185,0.8786319187911161,0.5231788079470199
RTFMS,3,a,2.0,inductive,0.677080226992834,1.0,0.9369406762116927,0.6190476190476191
RTFMS,3,i,0.5,alpha,0.2755156175129402,0.42185481485519294,0.034400092151671835,1.0
RTFMS,3,i,0.5,heuristic,0.9826647665976597,0.9478474600488073,0.12275851522239134,0.3731343283582089
RTFMS,3,i,0.5,inductive,0.3812993064905811,1.0,0.1765945605020255,0.40043763676148797
RTFMS,3,i,1.0,alpha,0.30456799505780374,0.420126856461673,0.07700804890979607,1.0
RTFMS,3,i,1.0,heuristic,0.9817935486675458,0.9477464645776714,0.09452058855253065,0.40344514959202177
RTFMS,3,i,1.0,inductive,0.36582655596642644,1.0,0.1631115970574929,0.38340217799474274
RTFMS,3,i,1.5,alpha,0.31678976789867586,0.42111791131998044,0.09280406868482682,1.0
RTFMS,3,i,1.5,heuristic,0.9782572457059933,0.9475368950960434,0.08736728352675838,0.41618287373004353
RTFMS,3,i,1.5,inductive,0.3745424686676284,1.0,0.1580215918880168,0.37304236200256735
RTFMS,3,i,2.0,alpha,0.32432790350302754,0.4208729352854149,0.09993455287821329,1.0
RTFMS,3,i,2.0,heuristic,0.97910199970601,0.9475154098557416,0.0856702975195196,0.41687774963338226
RTFMS,3,i,2.0,inductive,0.36777161443579676,1.0,0.15437483788089612,0.36858597728162945
RTFMS,3,s,0.5,alpha,0.37078061604224777,0.41959206047326286,0.032154331402046044,1.0
RTFMS,3,s,0.5,heuristic,0.9793554234263908,0.941772102416297,0.12509982208661197,0.37091988130563797
RTFMS,3,s,0.5,inductive,0.3798510426445383,1.0,0.17047412629352365,0.3976608187134503
RTFMS,3,s,1.0,alpha,0.41824058783391127,0.42250643637633645,0.07160063486068469,1.0
RTFMS,3,s,1.0,heuristic,0.9806876835361936,0.9417137750176751,0.0948726768977396,0.4087837837837838
RTFMS,3,s,1.0,inductive,0.4135698395281371,1.0,0.16659131092283375,0.38084291187739466
RTFMS,3,s,1.5,alpha,0.4299558386443302,0.422689005725511,0.08869265237981583,1.0
RTFMS,3,s,1.5,heuristic,0.9831550695344203,0.9416091388702491,0.09176143628089506,0.4133192389006342
RTFMS,3,s,1.5,inductive,0.41911837181498046,1.0,0.15574537905204933,0.3726315789473684
RTFMS,3,s,2.0,alpha,0.4322708540946445,0.4231926431795672,0.09204120997531318,1.0
RTFMS,3,s,2.0,heuristic,0.98261948175302,0.9413192955076779,0.08731902887119214,0.4124903623747108
RTFMS,3,s,2.0,inductive,0.41598970333010055,1.0,0.15153470043189476,0.3701614471892628
RTFMS,3,o,0.5,alpha,0.7777823755174305,0.31811614198181126,0.9855500389488964,0.4418604651162791
RTFMS,3,o,0.5,heuristic,0.9962712869438258,0.938986529066975,0.8670066286173087,0.5272727272727272
RTFMS,3,o,0.5,inductive,0.7780079546999561,1.0,0.9863207337919752,0.6068376068376068
RTFMS,3,o,1.0,alpha,1.0,0.3017794456101693,0.9855500389488964,0.4166666666666667
RTFMS,3,o,1.0,heuristic,0.9994451668099633,0.9357143237058357,0.8612184294889142,0.5151515151515151
RTFMS,3,o,1.0,inductive,0.8490285425639613,1.0,0.9584135682313533,0.6129032258064515
RTFMS,3,o,1.5,alpha,1.0,0.2964542036459397,0.9855500389488964,0.4166666666666667
RTFMS,3,o,1.5,heuristic,0.9993953682345229,0.9352556607822611,0.8650836299346153,0.5151515151515151
RTFMS,3,o,1.5,inductive,0.8764831806623572,1.0,0.9816401280022515,0.6068376068376068
RTFMS,3,o,2.0,alpha,1.0,0.2964542036459397,0.9855500389488964,0.4166666666666667
RTFMS,3,o,2.0,heuristic,0.9993311739250119,0.93482141749517,0.871254147182531,0.5151515151515151
RTFMS,3,o,2.0,inductive,0.8757049122320606,1.0,0.9816401280022515,0.6068376068376068
RTFMS,3,i-a-o-s,0.5,alpha,0.33304614469590677,0.42225261397454006,0.05610572030615979,1.0
RTFMS,3,i-a-o-s,0.5,heuristic,0.9852418132882621,0.9478378932222453,0.19183535984534905,0.38407494145199067
RTFMS,3,i-a-o-s,0.5,inductive,0.3609133795096896,1.0,0.2828158049288858,0.4330357142857143
RTFMS,3,i-a-o-s,1.0,alpha,0.3818896735794042,0.4217862565443615,0.09825637052316438,1.0
RTFMS,3,i-a-o-s,1.0,heuristic,0.9866776296762902,0.9450950030204744,0.12887797412021118,0.4111111111111111
RTFMS,3,i-a-o-s,1.0,inductive,0.38317833907632326,1.0,0.24003375252505588,0.4083769633507853
RTFMS,3,i-a-o-s,1.5,alpha,0.3834470697865644,0.42187518670257684,0.11044636639329686,1.0
RTFMS,3,i-a-o-s,1.5,heuristic,0.9861287105253342,0.9449433639882336,0.1155712051088379,0.4168848167539267
RTFMS,3,i-a-o-s,1.5,inductive,0.378197089333395,1.0,0.20818921122883638,0.3889409559512652
